,name,categories,type,unit,database,"wind turbine construction,
2MW, onshore | wind turbine,
2MW, onshore | GLO |
ecoinvent3.8 cut-off"
1255,Cesium,"('water', 'surface water')",emission,kilogram,biosphere3,0.004105686001801513
1256,Cesium-134,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,1.0887908259069996
1257,Cesium-136,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.011291591252506965
1258,Cesium-137,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,177.49695378997643
1259,Cesium-137,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,11.8529953920245
1260,Chloramine,"('water', 'surface water')",emission,kilogram,biosphere3,0.00013337689062046474
1261,Chlorate,"('water', 'surface water')",emission,kilogram,biosphere3,7.700174163435615
1262,Chloride,"('water', 'ground-')",emission,kilogram,biosphere3,3047.3686142469837
1263,Chloride,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,1025.0945827285866
1264,Chloride,"('water', 'ocean')",emission,kilogram,biosphere3,183.77741236769327
1265,Chloride,"('water', 'surface water')",emission,kilogram,biosphere3,2784.8865307799197
1266,Chloride,"('water',)",emission,kilogram,biosphere3,3349.7708863807948
1267,"Chlorinated solvents, unspecified","('water', 'surface water')",emission,kilogram,biosphere3,0.02082625793107317
1268,Chlorine,"('water', 'ground-')",emission,kilogram,biosphere3,0.03623080430293044
1269,Chlorine,"('water', 'surface water')",emission,kilogram,biosphere3,0.8149250458734821
1270,Chlorine,"('water',)",emission,kilogram,biosphere3,0.004740662295516267
1271,Chloroacetic acid,"('water', 'surface water')",emission,kilogram,biosphere3,0.0011594555221892079
1272,Chloroacetyl chloride,"('water', 'surface water')",emission,kilogram,biosphere3,4.888272529302497e-06
1273,Chloroform,"('water', 'surface water')",emission,kilogram,biosphere3,0.0005427687558692904
1274,Chloroform,"('water',)",emission,kilogram,biosphere3,1.2529460519717331e-06
1275,Chlorosulfonic acid,"('water', 'surface water')",emission,kilogram,biosphere3,4.494818430555978e-06
1276,Chromium VI,"('water', 'ground-')",emission,kilogram,biosphere3,0.0451560637219808
1277,Chromium VI,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,91.7924270979765
1278,Chromium VI,"('water', 'surface water')",emission,kilogram,biosphere3,28.4468571883007
1279,Chromium VI,"('water',)",emission,kilogram,biosphere3,0.028427835596901974
1280,"Chromium, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.0003335619665369634
1281,"Chromium, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.008964530583818412
1282,"Chromium, ion","('water',)",emission,kilogram,biosphere3,0.1676080116912326
1283,Chromium-51,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,5.721959644942695
1284,Cobalt,"('water', 'ground-')",emission,kilogram,biosphere3,0.10088101093640055
1285,Cobalt,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,43.86918701816643
1286,Cobalt,"('water', 'ocean')",emission,kilogram,biosphere3,0.00036289598301169685
1287,Cobalt,"('water', 'surface water')",emission,kilogram,biosphere3,0.07929935854770302
1288,Cobalt,"('water',)",emission,kilogram,biosphere3,0.0009199453623340883
1289,Cobalt-57,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.3584376973845185
1290,Cobalt-58,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,47.86774895747227
1291,Cobalt-60,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,31.149538194216138
1292,"COD, Chemical Oxygen Demand","('water', 'ground-, long-term')",emission,kilogram,biosphere3,13389.173706303984
1293,"COD, Chemical Oxygen Demand","('water', 'ocean')",emission,kilogram,biosphere3,99.85860764050157
1294,"COD, Chemical Oxygen Demand","('water', 'surface water')",emission,kilogram,biosphere3,1039.4115379245668
1295,"COD, Chemical Oxygen Demand","('water',)",emission,kilogram,biosphere3,292.47059255992747
1296,"Copper, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,2623.5725015365783
1297,"Copper, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.1102848020073048
1298,"Copper, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.5347861804108631
1299,"Copper, ion","('water',)",emission,kilogram,biosphere3,0.2199907221319533
1300,Cumene,"('water', 'surface water')",emission,kilogram,biosphere3,13.335724062030277
1301,Cumene,"('water',)",emission,kilogram,biosphere3,6.470958701271214
1302,Cyanide,"('water', 'ocean')",emission,kilogram,biosphere3,0.17765212752913717
1303,Cyanide,"('water', 'surface water')",emission,kilogram,biosphere3,0.685153085060766
1304,Cyanide,"('water',)",emission,kilogram,biosphere3,0.16935585425934296
1305,Dichromate,"('water', 'surface water')",emission,kilogram,biosphere3,0.0054709002399858766
1306,Dichromate,"('water',)",emission,kilogram,biosphere3,0.0017796557335329278
1307,Diethylamine,"('water', 'surface water')",emission,kilogram,biosphere3,1.9313170237477062e-05
1308,Diisobutyl ketone,"('water', 'surface water')",emission,kilogram,biosphere3,0.0002125036414815241
1309,Dimethylamine,"('water', 'surface water')",emission,kilogram,biosphere3,5.587638555982749e-05
1310,Dipropylamine,"('water', 'surface water')",emission,kilogram,biosphere3,1.0254689901509099e-05
1311,Dissolved solids,"('water', 'surface water')",emission,kilogram,biosphere3,1220.7681402995893
1312,Dissolved solids,"('water',)",emission,kilogram,biosphere3,1770.3088040383552
1313,"DOC, Dissolved Organic Carbon","('water', 'ground-, long-term')",emission,kilogram,biosphere3,11454.535302666403
1314,"DOC, Dissolved Organic Carbon","('water', 'ocean')",emission,kilogram,biosphere3,28.55923148591594
1315,"DOC, Dissolved Organic Carbon","('water', 'surface water')",emission,kilogram,biosphere3,352.88115772316655
1316,"DOC, Dissolved Organic Carbon","('water',)",emission,kilogram,biosphere3,85.15225801835268
1317,"Ethane, 1,1,1-trichloro-, HCFC-140","('water', 'surface water')",emission,kilogram,biosphere3,1.5971723070784637e-14
1318,"Ethane, 1,2-dichloro-","('water', 'surface water')",emission,kilogram,biosphere3,0.0014329865333701094
1319,"Ethane, 1,2-dichloro-","('water',)",emission,kilogram,biosphere3,1.0457850026702004e-05
1320,Ethanol,"('water', 'surface water')",emission,kilogram,biosphere3,0.0713861475015513
1321,Ethanol,"('water',)",emission,kilogram,biosphere3,9.208468997985771e-08
1322,Ethene,"('water', 'surface water')",emission,kilogram,biosphere3,0.18510379432580995
1323,"Ethene, chloro-","('water', 'surface water')",emission,kilogram,biosphere3,0.00010293072605693668
1324,"Ethene, chloro-","('water',)",emission,kilogram,biosphere3,1.7349036147998582e-05
1325,Ethyl acetate,"('water', 'surface water')",emission,kilogram,biosphere3,4.063650240264988e-05
1326,Ethylamine,"('water', 'surface water')",emission,kilogram,biosphere3,1.44222665695277e-05
1327,Ethylene diamine,"('water', 'surface water')",emission,kilogram,biosphere3,1.4460466282435283e-05
1328,Ethylene oxide,"('water', 'surface water')",emission,kilogram,biosphere3,0.012634108124581381
1329,Fluoride,"('water', 'ground-')",emission,kilogram,biosphere3,1.5842058789766786
1330,Fluoride,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,521.2423776189827
1331,Fluoride,"('water', 'ocean')",emission,kilogram,biosphere3,0.2208828929650842
1332,Fluoride,"('water', 'surface water')",emission,kilogram,biosphere3,18.054361274342202
1333,Fluoride,"('water',)",emission,kilogram,biosphere3,0.2798155953237718
1334,Fluosilicic acid,"('water', 'surface water')",emission,kilogram,biosphere3,0.06484815888639635
1335,Fluosilicic acid,"('water',)",emission,kilogram,biosphere3,0.002711117332267346
1336,Formaldehyde,"('water', 'surface water')",emission,kilogram,biosphere3,0.0011555624881303388
1337,Formaldehyde,"('water',)",emission,kilogram,biosphere3,0.03367772571684339
1338,Formamide,"('water', 'surface water')",emission,kilogram,biosphere3,6.5211129505504044e-06
1339,Formate,"('water', 'surface water')",emission,kilogram,biosphere3,0.0008278387287923631
1340,Formic acid,"('water', 'surface water')",emission,kilogram,biosphere3,1.8930089536419596e-06
1341,"Fungicides, unspecified","('water', 'ocean')",emission,kilogram,biosphere3,3.7641564935478234e-05
1342,Glutaraldehyde,"('water', 'ocean')",emission,kilogram,biosphere3,0.0012839741643662697
1343,"Heat, waste","('water', 'ground-, long-term')",emission,megajoule,biosphere3,550824.4248288939
1344,"Heat, waste","('water', 'surface water')",emission,megajoule,biosphere3,30508.2301398335
1345,"Heat, waste","('water',)",emission,megajoule,biosphere3,6736.1884019054105
1346,"Hydrocarbons, aliphatic, alkanes, unspecified","('water', 'ocean')",emission,kilogram,biosphere3,0.024296610903385585
1347,"Hydrocarbons, aliphatic, alkanes, unspecified","('water', 'surface water')",emission,kilogram,biosphere3,0.5337391679818548
1348,"Hydrocarbons, aliphatic, unsaturated","('water', 'ocean')",emission,kilogram,biosphere3,0.0022427641879918343
1349,"Hydrocarbons, aliphatic, unsaturated","('water', 'surface water')",emission,kilogram,biosphere3,0.04927618253350401
1350,"Hydrocarbons, aliphatic, unsaturated","('water',)",emission,kilogram,biosphere3,4.948046528540325e-14
1351,"Hydrocarbons, aromatic","('water', 'ocean')",emission,kilogram,biosphere3,0.11201634594142597
1352,"Hydrocarbons, aromatic","('water', 'surface water')",emission,kilogram,biosphere3,2.1387927570068044
1353,"Hydrocarbons, unspecified","('water', 'ocean')",emission,kilogram,biosphere3,0.25680942741018215
1354,"Hydrocarbons, unspecified","('water', 'surface water')",emission,kilogram,biosphere3,2.268501478564023
1355,"Hydrocarbons, unspecified","('water',)",emission,kilogram,biosphere3,0.8941052137951562
1356,Hydrogen peroxide,"('water', 'surface water')",emission,kilogram,biosphere3,0.16860911364105968
1357,Hydrogen sulfide,"('water', 'ground-')",emission,kilogram,biosphere3,28.288879300450002
1358,Hydrogen sulfide,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,56.063204034729914
1359,Hydrogen sulfide,"('water', 'surface water')",emission,kilogram,biosphere3,0.19250635501372057
1360,"Hydrogen-3, Tritium","('water', 'ocean')",emission,kilo Becquerel,biosphere3,368774.7269738859
1361,"Hydrogen-3, Tritium","('water', 'surface water')",emission,kilo Becquerel,biosphere3,770602.6540761917
1362,Hydroxide,"('water', 'surface water')",emission,kilogram,biosphere3,0.10229958014347199
1363,Hydroxide,"('water',)",emission,kilogram,biosphere3,0.002403218871306984
1364,Hypochlorite,"('water', 'ocean')",emission,kilogram,biosphere3,0.057762157685233684
1365,Hypochlorite,"('water', 'surface water')",emission,kilogram,biosphere3,0.05904293296118971
1366,Iodide,"('water', 'ground-')",emission,kilogram,biosphere3,0.0036641679101020565
1367,Iodide,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.002918540494914658
1368,Iodide,"('water', 'ocean')",emission,kilogram,biosphere3,0.018689700433416428
1369,Iodide,"('water', 'surface water')",emission,kilogram,biosphere3,0.507772080387051
1370,Iodine-131,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,25.707981593220776
1371,Iodine-133,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.05615158592024931
1372,"Iron, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,9225.052412212317
1373,"Iron, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.026211850975300703
1374,"Iron, ion","('water', 'surface water')",emission,kilogram,biosphere3,12.468705410094172
1375,"Iron, ion","('water',)",emission,kilogram,biosphere3,5.3152390075285485
1376,Iron-59,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,118.19842160123339
1377,Isopropylamine,"('water', 'surface water')",emission,kilogram,biosphere3,7.043377188908234e-06
1378,Lactic acid,"('water', 'surface water')",emission,kilogram,biosphere3,8.032940172347335e-06
1379,Lanthanum-140,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.09081190866348288
1380,Lead,"('water', 'ground-')",emission,kilogram,biosphere3,0.024869081348931635
1381,Lead,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,113.69553957869081
1382,Lead,"('water', 'ocean')",emission,kilogram,biosphere3,0.002960353038521493
1383,Lead,"('water', 'surface water')",emission,kilogram,biosphere3,0.09631568133144262
1384,Lead,"('water',)",emission,kilogram,biosphere3,0.13544231718135474
1385,Lead-210,"('water', 'ground-')",emission,kilo Becquerel,biosphere3,0.04269170104240106
1386,Lead-210,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,0.8244609632184677
1387,Lead-210,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,16.966294764548376
1388,Lead-210,"('water',)",emission,kilo Becquerel,biosphere3,11.525840059813342
1389,"Lithium, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.000418811177865229
1390,"Lithium, ion","('water',)",emission,kilogram,biosphere3,42.81384862221613
1391,Magnesium,"('water', 'ground-')",emission,kilogram,biosphere3,55.40344014419484
1392,Magnesium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,4401.805588682866
1393,Magnesium,"('water', 'ocean')",emission,kilogram,biosphere3,6.990856152226386
1394,Magnesium,"('water', 'surface water')",emission,kilogram,biosphere3,41.850196160424574
1395,Magnesium,"('water',)",emission,kilogram,biosphere3,24.985208224121358
1396,Manganese,"('water', 'ground-')",emission,kilogram,biosphere3,2.8481102934739457
1397,Manganese,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,365.51426342413214
1398,Manganese,"('water', 'ocean')",emission,kilogram,biosphere3,0.007524867031276676
1399,Manganese,"('water', 'surface water')",emission,kilogram,biosphere3,0.37092746570328755
1400,Manganese,"('water',)",emission,kilogram,biosphere3,0.1953206123137507
1401,Manganese-54,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,1.7102474906147898
1402,Mercury,"('water', 'ground-')",emission,kilogram,biosphere3,0.0003916950039887151
1403,Mercury,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.3227038858604588
1404,Mercury,"('water', 'ocean')",emission,kilogram,biosphere3,4.490430983292874e-05
1405,Mercury,"('water', 'surface water')",emission,kilogram,biosphere3,0.003604727647530705
1406,Mercury,"('water',)",emission,kilogram,biosphere3,0.009013187886376842
1407,"Methane, dichloro-, HCC-30","('water', 'surface water')",emission,kilogram,biosphere3,0.0594600716680377
1408,"Methane, tetrachloro-, R-10","('water',)",emission,kilogram,biosphere3,7.677093174551717e-07
1409,Methanol,"('water', 'ocean')",emission,kilogram,biosphere3,0.0066190070303579615
1410,Methanol,"('water', 'surface water')",emission,kilogram,biosphere3,0.1446238172267521
1411,Methanol,"('water',)",emission,kilogram,biosphere3,0.014500794566431052
1412,Methyl acetate,"('water', 'surface water')",emission,kilogram,biosphere3,2.0314953963142083e-06
1413,Methyl acrylate,"('water', 'surface water')",emission,kilogram,biosphere3,0.09016300729651387
1414,Methyl amine,"('water', 'surface water')",emission,kilogram,biosphere3,3.115408907641694e-06
1415,Methyl formate,"('water', 'surface water')",emission,kilogram,biosphere3,3.5839364076082875e-06
1416,Methyl pentane,"('water', 'surface water')",emission,kilogram,biosphere3,3.9272607545096235e-05
1417,Molybdenum,"('water', 'ground-')",emission,kilogram,biosphere3,0.1923262360075943
1418,Molybdenum,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,5.496205556626368
1419,Molybdenum,"('water', 'surface water')",emission,kilogram,biosphere3,3.370896289922203
1420,Molybdenum,"('water',)",emission,kilogram,biosphere3,0.0012827033322895419
1421,Molybdenum-99,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.02783016093233503
1422,m-Xylene,"('water', 'surface water')",emission,kilogram,biosphere3,7.251658199181218e-06
1423,m-Xylene,"('water',)",emission,kilogram,biosphere3,0.0012065721489376705
1424,"Nickel, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,159.20487507101467
1425,"Nickel, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.02540925725348032
1426,"Nickel, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.5976398238965173
1427,"Nickel, ion","('water',)",emission,kilogram,biosphere3,0.3140221104156614
1428,Niobium-95,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.1639862285802652
